participant_id,trial,choice,reward_H,reward_L,alpha_true,theta_true
1,63,1,1,1,0.732186814566789,7.316635319256157
1,64,1,1,1,0.732186814566789,7.316635319256157
1,65,1,1,0,0.732186814566789,7.316635319256157
1,66,1,1,0,0.732186814566789,7.316635319256157
1,67,1,0,0,0.732186814566789,7.316635319256157
1,68,1,1,0,0.732186814566789,7.316635319256157
1,69,1,1,0,0.732186814566789,7.316635319256157
1,70,1,1,0,0.732186814566789,7.316635319256157
1,71,1,0,1,0.732186814566789,7.316635319256157
1,72,0,1,0,0.732186814566789,7.316635319256157
1,73,1,1,0,0.732186814566789,7.316635319256157
1,74,1,1,1,0.732186814566789,7.316635319256157
1,75,1,0,0,0.732186814566789,7.316635319256157
1,76,1,1,0,0.732186814566789,7.316635319256157
1,77,1,1,1,0.732186814566789,7.316635319256157
1,78,1,0,1,0.732186814566789,7.316635319256157
1,79,0,0,0,0.732186814566789,7.316635319256157
1,80,0,0,1,0.732186814566789,7.316635319256157
1,81,0,1,0,0.732186814566789,7.316635319256157
1,82,1,1,0,0.732186814566789,7.316635319256157
1,83,1,1,0,0.732186814566789,7.316635319256157
1,84,1,1,0,0.732186814566789,7.316635319256157
1,85,1,0,1,0.732186814566789,7.316635319256157
1,86,0,1,0,0.732186814566789,7.316635319256157
1,87,1,0,0,0.732186814566789,7.316635319256157
1,88,1,0,0,0.732186814566789,7.316635319256157
1,89,1,1,0,0.732186814566789,7.316635319256157
1,90,1,1,0,0.732186814566789,7.316635319256157
1,91,1,1,0,0.732186814566789,7.316635319256157
1,92,1,1,0,0.732186814566789,7.316635319256157
1,93,1,0,0,0.732186814566789,7.316635319256157
1,94,1,1,0,0.732186814566789,7.316635319256157
1,95,1,1,0,0.732186814566789,7.316635319256157
1,96,1,1,0,0.732186814566789,7.316635319256157
1,97,1,1,1,0.732186814566789,7.316635319256157
1,98,1,0,1,0.732186814566789,7.316635319256157
1,99,0,0,1,0.732186814566789,7.316635319256157
1,100,0,0,0,0.732186814566789,7.316635319256157
2,1,1,1,0,0.6608204107842912,7.542668610571243
2,2,1,1,0,0.6608204107842912,7.542668610571243
2,3,1,1,0,0.6608204107842912,7.542668610571243
2,4,1,1,0,0.6608204107842912,7.542668610571243
2,5,1,1,0,0.6608204107842912,7.542668610571243
2,6,1,0,0,0.6608204107842912,7.542668610571243
2,7,1,1,1,0.6608204107842912,7.542668610571243
2,8,1,0,0,0.6608204107842912,7.542668610571243
2,9,0,1,1,0.6608204107842912,7.542668610571243
2,10,1,1,1,0.6608204107842912,7.542668610571243
2,11,1,1,0,0.6608204107842912,7.542668610571243
2,12,1,1,1,0.6608204107842912,7.542668610571243
2,13,1,0,1,0.6608204107842912,7.542668610571243
2,14,0,0,1,0.6608204107842912,7.542668610571243
2,15,0,1,0,0.6608204107842912,7.542668610571243
2,16,1,1,0,0.6608204107842912,7.542668610571243
2,17,1,1,0,0.6608204107842912,7.542668610571243
2,18,1,0,1,0.6608204107842912,7.542668610571243
2,19,0,1,1,0.6608204107842912,7.542668610571243
2,20,0,1,0,0.6608204107842912,7.542668610571243
2,21,1,1,1,0.6608204107842912,7.542668610571243
2,22,1,1,1,0.6608204107842912,7.542668610571243
2,23,0,1,0,0.6608204107842912,7.542668610571243
2,24,1,1,0,0.6608204107842912,7.542668610571243
2,25,1,1,0,0.6608204107842912,7.542668610571243
2,26,1,1,1,0.6608204107842912,7.542668610571243
2,27,1,1,0,0.6608204107842912,7.542668610571243
2,28,1,0,1,0.6608204107842912,7.542668610571243
2,29,0,0,0,0.6608204107842912,7.542668610571243
2,30,0,1,0,0.6608204107842912,7.542668610571243
2,31,1,1,1,0.6608204107842912,7.542668610571243
2,32,1,1,0,0.6608204107842912,7.542668610571243
2,33,1,0,1,0.6608204107842912,7.542668610571243
2,34,0,0,1,0.6608204107842912,7.542668610571243
2,35,0,0,0,0.6608204107842912,7.542668610571243
2,36,1,1,0,0.6608204107842912,7.542668610571243
2,37,1,0,0,0.6608204107842912,7.542668610571243
2,38,1,1,1,0.6608204107842912,7.542668610571243
2,39,1,0,0,0.6608204107842912,7.542668610571243
2,40,1,1,0,0.6608204107842912,7.542668610571243
2,41,1,0,0,0.6608204107842912,7.542668610571243
2,42,0,1,1,0.6608204107842912,7.542668610571243
2,43,0,0,0,0.6608204107842912,7.542668610571243
2,44,0,1,0,0.6608204107842912,7.542668610571243
2,45,1,1,1,0.6608204107842912,7.542668610571243
2,46,1,0,0,0.6608204107842912,7.542668610571243
2,47,0,1,0,0.6608204107842912,7.542668610571243
2,48,1,0,0,0.6608204107842912,7.542668610571243
2,49,1,1,0,0.6608204107842912,7.542668610571243
2,50,1,0,0,0.6608204107842912,7.542668610571243
2,51,1,1,1,0.6608204107842912,7.542668610571243
2,52,1,0,0,0.6608204107842912,7.542668610571243
2,53,0,1,1,0.6608204107842912,7.542668610571243
2,54,1,1,0,0.6608204107842912,7.542668610571243
2,55,1,0,0,0.6608204107842912,7.542668610571243
2,56,1,1,0,0.6608204107842912,7.542668610571243
2,57,1,1,0,0.6608204107842912,7.542668610571243
2,58,1,1,0,0.6608204107842912,7.542668610571243
2,59,1,1,0,0.6608204107842912,7.542668610571243
2,60,1,1,0,0.6608204107842912,7.542668610571243
2,61,1,1,0,0.6608204107842912,7.542668610571243
2,62,1,1,0,0.6608204107842912,7.542668610571243
2,63,1,1,0,0.6608204107842912,7.542668610571243
2,64,1,0,0,0.6608204107842912,7.542668610571243
2,65,1,1,0,0.6608204107842912,7.542668610571243
2,66,1,0,1,0.6608204107842912,7.542668610571243
2,67,0,1,0,0.6608204107842912,7.542668610571243
2,68,1,1,1,0.6608204107842912,7.542668610571243
2,69,1,1,0,0.6608204107842912,7.542668610571243
2,70,1,1,0,0.6608204107842912,7.542668610571243
2,71,1,1,0,0.6608204107842912,7.542668610571243
2,72,1,1,1,0.6608204107842912,7.542668610571243
2,73,1,1,0,0.6608204107842912,7.542668610571243
2,74,1,1,0,0.6608204107842912,7.542668610571243
2,75,1,0,1,0.6608204107842912,7.542668610571243
2,76,0,1,1,0.6608204107842912,7.542668610571243
2,77,0,1,0,0.6608204107842912,7.542668610571243
2,78,1,1,0,0.6608204107842912,7.542668610571243
2,79,1,0,1,0.6608204107842912,7.542668610571243
2,80,0,0,1,0.6608204107842912,7.542668610571243
2,81,0,1,0,0.6608204107842912,7.542668610571243
2,82,1,0,0,0.6608204107842912,7.542668610571243
2,83,1,1,0,0.6608204107842912,7.542668610571243
2,84,1,1,0,0.6608204107842912,7.542668610571243
2,85,1,1,0,0.6608204107842912,7.542668610571243
2,86,1,1,0,0.6608204107842912,7.542668610571243
2,87,1,1,0,0.6608204107842912,7.542668610571243
2,88,1,0,0,0.6608204107842912,7.542668610571243
2,89,1,1,0,0.6608204107842912,7.542668610571243
2,90,1,1,1,0.6608204107842912,7.542668610571243
2,91,1,1,1,0.6608204107842912,7.542668610571243
2,92,1,0,0,0.6608204107842912,7.542668610571243
2,93,1,1,0,0.6608204107842912,7.542668610571243
2,94,1,0,0,0.6608204107842912,7.542668610571243
2,95,1,1,0,0.6608204107842912,7.542668610571243
2,96,1,0,0,0.6608204107842912,7.542668610571243
2,97,1,1,0,0.6608204107842912,7.542668610571243
2,98,1,0,0,0.6608204107842912,7.542668610571243
2,99,0,1,0,0.6608204107842912,7.542668610571243
2,100,1,0,1,0.6608204107842912,7.542668610571243
3,1,1,1,1,0.788963367064814,8.346015512214532
3,2,0,1,0,0.788963367064814,8.346015512214532
3,3,1,0,0,0.788963367064814,8.346015512214532
3,4,1,0,0,0.788963367064814,8.346015512214532
3,5,1,1,1,0.788963367064814,8.346015512214532
3,6,1,0,0,0.788963367064814,8.346015512214532
3,7,0,1,1,0.788963367064814,8.346015512214532
3,8,1,1,1,0.788963367064814,8.346015512214532
3,9,0,0,0,0.788963367064814,8.346015512214532
3,10,1,1,0,0.788963367064814,8.346015512214532
3,11,1,0,1,0.788963367064814,8.346015512214532
3,12,0,0,1,0.788963367064814,8.346015512214532
3,13,0,1,0,0.788963367064814,8.346015512214532
3,14,1,1,0,0.788963367064814,8.346015512214532
3,15,1,1,0,0.788963367064814,8.346015512214532
3,16,1,1,0,0.788963367064814,8.346015512214532
3,17,1,1,1,0.788963367064814,8.346015512214532
3,18,1,1,0,0.788963367064814,8.346015512214532
3,19,1,0,0,0.788963367064814,8.346015512214532
3,20,1,1,1,0.788963367064814,8.346015512214532
3,21,0,0,0,0.788963367064814,8.346015512214532
3,22,1,1,0,0.788963367064814,8.346015512214532
3,23,1,0,0,0.788963367064814,8.346015512214532
3,24,1,0,0,0.788963367064814,8.346015512214532
3,25,1,1,0,0.788963367064814,8.346015512214532
3,26,1,1,0,0.788963367064814,8.346015512214532
3,27,1,1,0,0.788963367064814,8.346015512214532
3,28,1,0,0,0.788963367064814,8.346015512214532
3,29,1,0,0,0.788963367064814,8.346015512214532
3,30,1,0,0,0.788963367064814,8.346015512214532
3,31,0,1,0,0.788963367064814,8.346015512214532
3,32,1,1,0,0.788963367064814,8.346015512214532
3,33,1,0,0,0.788963367064814,8.346015512214532
3,34,1,0,1,0.788963367064814,8.346015512214532
3,35,0,1,1,0.788963367064814,8.346015512214532
3,36,0,0,1,0.788963367064814,8.346015512214532
3,37,0,1,0,0.788963367064814,8.346015512214532
3,38,1,1,1,0.788963367064814,8.346015512214532
3,39,1,1,0,0.788963367064814,8.346015512214532
3,40,1,1,0,0.788963367064814,8.346015512214532
3,41,1,1,0,0.788963367064814,8.346015512214532
3,42,1,1,0,0.788963367064814,8.346015512214532
3,43,1,1,0,0.788963367064814,8.346015512214532
3,44,1,1,0,0.788963367064814,8.346015512214532
3,45,1,1,0,0.788963367064814,8.346015512214532
3,46,1,0,0,0.788963367064814,8.346015512214532
3,47,1,1,0,0.788963367064814,8.346015512214532
3,48,1,0,1,0.788963367064814,8.346015512214532
3,49,0,1,0,0.788963367064814,8.346015512214532
3,50,1,1,0,0.788963367064814,8.346015512214532
3,51,1,0,0,0.788963367064814,8.346015512214532
3,52,1,0,0,0.788963367064814,8.346015512214532
3,53,1,1,1,0.788963367064814,8.346015512214532
3,54,1,1,0,0.788963367064814,8.346015512214532
3,55,1,1,0,0.788963367064814,8.346015512214532
3,56,1,1,1,0.788963367064814,8.346015512214532
3,57,1,0,0,0.788963367064814,8.346015512214532
3,58,1,0,1,0.788963367064814,8.346015512214532
3,59,0,0,0,0.788963367064814,8.346015512214532
3,60,0,0,0,0.788963367064814,8.346015512214532
3,61,1,1,1,0.788963367064814,8.346015512214532
3,62,1,1,0,0.788963367064814,8.346015512214532
3,63,1,1,0,0.788963367064814,8.346015512214532
3,64,1,1,0,0.788963367064814,8.346015512214532
3,65,1,0,1,0.788963367064814,8.346015512214532
3,66,0,0,0,0.788963367064814,8.346015512214532
3,67,0,1,0,0.788963367064814,8.346015512214532
3,68,1,1,1,0.788963367064814,8.346015512214532
3,69,1,1,1,0.788963367064814,8.346015512214532
3,70,0,1,1,0.788963367064814,8.346015512214532
3,71,0,1,0,0.788963367064814,8.346015512214532
3,72,1,1,0,0.788963367064814,8.346015512214532
3,73,1,1,1,0.788963367064814,8.346015512214532
3,74,1,1,0,0.788963367064814,8.346015512214532
3,75,1,1,0,0.788963367064814,8.346015512214532
3,76,1,1,0,0.788963367064814,8.346015512214532
3,77,1,1,1,0.788963367064814,8.346015512214532
3,78,0,1,0,0.788963367064814,8.346015512214532
3,79,1,0,0,0.788963367064814,8.346015512214532
3,80,1,1,1,0.788963367064814,8.346015512214532
3,81,1,1,0,0.788963367064814,8.346015512214532
3,82,1,1,0,0.788963367064814,8.346015512214532
3,83,1,0,0,0.788963367064814,8.346015512214532
3,84,1,0,1,0.788963367064814,8.346015512214532
3,85,0,1,1,0.788963367064814,8.346015512214532
3,86,0,0,0,0.788963367064814,8.346015512214532
3,87,0,0,1,0.788963367064814,8.346015512214532
3,88,0,1,0,0.788963367064814,8.346015512214532
3,89,1,1,1,0.788963367064814,8.346015512214532
3,90,1,0,1,0.788963367064814,8.346015512214532
3,91,0,1,0,0.788963367064814,8.346015512214532
3,92,1,1,0,0.788963367064814,8.346015512214532
3,93,1,1,0,0.788963367064814,8.346015512214532
3,94,1,1,0,0.788963367064814,8.346015512214532
3,95,1,1,0,0.788963367064814,8.346015512214532
3,96,1,1,0,0.788963367064814,8.346015512214532
3,97,1,0,0,0.788963367064814,8.346015512214532
3,98,1,1,0,0.788963367064814,8.346015512214532
3,99,1,1,0,0.788963367064814,8.346015512214532
3,100,1,0,0,0.788963367064814,8.346015512214532
4,1,0,1,1,0.6486519669885855,6.3320762220888485
4,2,1,0,1,0.6486519669885855,6.3320762220888485
4,3,0,0,0,0.6486519669885855,6.3320762220888485
4,4,0,1,0,0.6486519669885855,6.3320762220888485
4,5,1,0,0,0.6486519669885855,6.3320762220888485
4,6,1,1,0,0.6486519669885855,6.3320762220888485
4,7,1,0,0,0.6486519669885855,6.3320762220888485
4,8,1,1,0,0.6486519669885855,6.3320762220888485
4,9,1,0,1,0.6486519669885855,6.3320762220888485
4,10,0,0,0,0.6486519669885855,6.3320762220888485
4,11,1,1,0,0.6486519669885855,6.3320762220888485
4,12,1,1,0,0.6486519669885855,6.3320762220888485
4,13,1,1,1,0.6486519669885855,6.3320762220888485
4,14,1,0,0,0.6486519669885855,6.3320762220888485
4,15,1,1,0,0.6486519669885855,6.3320762220888485
4,16,1,0,1,0.6486519669885855,6.3320762220888485
4,17,0,1,0,0.6486519669885855,6.3320762220888485
4,18,1,1,0,0.6486519669885855,6.3320762220888485
4,19,1,1,1,0.6486519669885855,6.3320762220888485
4,20,1,0,0,0.6486519669885855,6.3320762220888485
4,21,1,1,0,0.6486519669885855,6.3320762220888485
4,22,1,1,1,0.6486519669885855,6.3320762220888485
4,23,1,1,0,0.6486519669885855,6.3320762220888485
4,24,1,1,0,0.6486519669885855,6.3320762220888485
4,25,1,0,1,0.6486519669885855,6.3320762220888485
4,26,0,1,1,0.6486519669885855,6.3320762220888485
4,27,0,1,0,0.6486519669885855,6.3320762220888485
4,28,1,1,1,0.6486519669885855,6.3320762220888485
4,29,1,1,1,0.6486519669885855,6.3320762220888485
4,30,1,1,0,0.6486519669885855,6.3320762220888485
4,31,0,1,0,0.6486519669885855,6.3320762220888485
4,32,1,1,0,0.6486519669885855,6.3320762220888485
4,33,1,1,1,0.6486519669885855,6.3320762220888485
4,34,1,0,0,0.6486519669885855,6.3320762220888485
4,35,1,1,0,0.6486519669885855,6.3320762220888485
4,36,1,1,0,0.6486519669885855,6.3320762220888485
4,37,1,0,0,0.6486519669885855,6.3320762220888485
4,38,1,0,1,0.6486519669885855,6.3320762220888485
4,39,1,1,0,0.6486519669885855,6.3320762220888485
4,40,1,0,0,0.6486519669885855,6.3320762220888485
4,41,0,1,0,0.6486519669885855,6.3320762220888485
4,42,1,1,1,0.6486519669885855,6.3320762220888485
4,43,1,1,0,0.6486519669885855,6.3320762220888485
4,44,1,1,0,0.6486519669885855,6.3320762220888485
4,45,1,1,0,0.6486519669885855,6.3320762220888485
4,46,1,1,0,0.6486519669885855,6.3320762220888485
4,47,1,0,1,0.6486519669885855,6.3320762220888485
4,48,0,1,0,0.6486519669885855,6.3320762220888485
4,49,1,1,0,0.6486519669885855,6.3320762220888485
4,50,1,0,0,0.6486519669885855,6.3320762220888485
4,51,1,0,1,0.6486519669885855,6.3320762220888485
4,52,0,1,0,0.6486519669885855,6.3320762220888485
4,53,1,0,0,0.6486519669885855,6.3320762220888485
4,54,1,1,0,0.6486519669885855,6.3320762220888485
4,55,1,1,0,0.6486519669885855,6.3320762220888485
4,56,1,0,0,0.6486519669885855,6.3320762220888485
4,57,1,1,0,0.6486519669885855,6.3320762220888485
4,58,1,1,1,0.6486519669885855,6.3320762220888485
4,59,0,0,1,0.6486519669885855,6.3320762220888485
4,60,0,0,1,0.6486519669885855,6.3320762220888485
4,61,0,1,0,0.6486519669885855,6.3320762220888485
4,62,1,1,0,0.6486519669885855,6.3320762220888485
4,63,1,1,0,0.6486519669885855,6.3320762220888485
4,64,1,0,0,0.6486519669885855,6.3320762220888485
4,65,1,1,1,0.6486519669885855,6.3320762220888485
4,66,0,1,1,0.6486519669885855,6.3320762220888485
4,67,1,1,1,0.6486519669885855,6.3320762220888485
4,68,1,1,0,0.6486519669885855,6.3320762220888485
4,69,1,0,1,0.6486519669885855,6.3320762220888485
4,70,0,1,1,0.6486519669885855,6.3320762220888485
4,71,0,0,0,0.6486519669885855,6.3320762220888485
4,72,0,0,0,0.6486519669885855,6.3320762220888485
4,73,0,1,0,0.6486519669885855,6.3320762220888485
4,74,1,1,1,0.6486519669885855,6.3320762220888485
4,75,0,1,0,0.6486519669885855,6.3320762220888485
4,76,1,0,0,0.6486519669885855,6.3320762220888485
4,77,1,1,0,0.6486519669885855,6.3320762220888485
4,78,1,1,1,0.6486519669885855,6.3320762220888485
4,79,1,0,0,0.6486519669885855,6.3320762220888485
4,80,1,0,1,0.6486519669885855,6.3320762220888485
4,81,0,0,0,0.6486519669885855,6.3320762220888485
4,82,1,1,0,0.6486519669885855,6.3320762220888485
4,83,1,1,0,0.6486519669885855,6.3320762220888485
4,84,1,1,1,0.6486519669885855,6.3320762220888485
4,85,1,1,1,0.6486519669885855,6.3320762220888485
4,86,1,1,1,0.6486519669885855,6.3320762220888485
4,87,0,1,1,0.6486519669885855,6.3320762220888485
4,88,1,1,1,0.6486519669885855,6.3320762220888485
4,89,1,0,0,0.6486519669885855,6.3320762220888485
4,90,0,1,0,0.6486519669885855,6.3320762220888485
4,91,1,1,1,0.6486519669885855,6.3320762220888485
4,92,1,1,0,0.6486519669885855,6.3320762220888485
4,93,1,0,0,0.6486519669885855,6.3320762220888485
4,94,0,1,0,0.6486519669885855,6.3320762220888485
4,95,1,1,1,0.6486519669885855,6.3320762220888485
4,96,0,0,0,0.6486519669885855,6.3320762220888485
4,97,1,1,0,0.6486519669885855,6.3320762220888485
4,98,1,1,0,0.6486519669885855,6.3320762220888485
4,99,1,0,0,0.6486519669885855,6.3320762220888485
4,100,1,1,0,0.6486519669885855,6.3320762220888485
5,1,1,0,0,0.5780553966028974,7.255968261944405
5,2,0,1,0,0.5780553966028974,7.255968261944405
5,3,1,1,0,0.5780553966028974,7.255968261944405
5,4,1,1,0,0.5780553966028974,7.255968261944405
5,5,1,1,0,0.5780553966028974,7.255968261944405
5,6,1,1,0,0.5780553966028974,7.255968261944405
5,7,1,1,0,0.5780553966028974,7.255968261944405
5,8,1,1,0,0.5780553966028974,7.255968261944405
5,9,1,1,0,0.5780553966028974,7.255968261944405
5,10,1,1,0,0.5780553966028974,7.255968261944405
5,11,1,1,0,0.5780553966028974,7.255968261944405
5,12,1,1,0,0.5780553966028974,7.255968261944405
5,13,1,1,1,0.5780553966028974,7.255968261944405
5,14,1,1,0,0.5780553966028974,7.255968261944405
5,15,1,1,0,0.5780553966028974,7.255968261944405
5,16,1,0,1,0.5780553966028974,7.255968261944405
5,17,0,0,0,0.5780553966028974,7.255968261944405
5,18,0,1,1,0.5780553966028974,7.255968261944405
5,19,1,0,0,0.5780553966028974,7.255968261944405
5,20,1,1,0,0.5780553966028974,7.255968261944405
5,21,1,1,0,0.5780553966028974,7.255968261944405
5,22,1,1,0,0.5780553966028974,7.255968261944405
5,23,1,1,1,0.5780553966028974,7.255968261944405
5,24,1,1,0,0.5780553966028974,7.255968261944405
5,25,1,1,1,0.5780553966028974,7.255968261944405
5,26,0,1,0,0.5780553966028974,7.255968261944405
5,27,1,1,0,0.5780553966028974,7.255968261944405
5,28,1,1,0,0.5780553966028974,7.255968261944405
5,29,1,1,0,0.5780553966028974,7.255968261944405
5,30,1,0,0,0.5780553966028974,7.255968261944405
5,31,1,1,1,0.5780553966028974,7.255968261944405
5,32,1,0,1,0.5780553966028974,7.255968261944405
5,33,0,1,0,0.5780553966028974,7.255968261944405
5,34,0,1,1,0.5780553966028974,7.255968261944405
5,35,1,1,0,0.5780553966028974,7.255968261944405
5,36,1,1,0,0.5780553966028974,7.255968261944405
5,37,1,0,0,0.5780553966028974,7.255968261944405
5,38,1,1,1,0.5780553966028974,7.255968261944405
5,39,1,0,0,0.5780553966028974,7.255968261944405
5,40,1,1,0,0.5780553966028974,7.255968261944405
5,41,1,1,0,0.5780553966028974,7.255968261944405
5,42,1,0,1,0.5780553966028974,7.255968261944405
5,43,0,1,1,0.5780553966028974,7.255968261944405
5,44,0,1,1,0.5780553966028974,7.255968261944405
5,45,0,1,1,0.5780553966028974,7.255968261944405
5,46,1,1,0,0.5780553966028974,7.255968261944405
5,47,1,1,1,0.5780553966028974,7.255968261944405
5,48,1,1,0,0.5780553966028974,7.255968261944405
5,49,1,1,0,0.5780553966028974,7.255968261944405
5,50,1,1,0,0.5780553966028974,7.255968261944405
5,51,1,1,0,0.5780553966028974,7.255968261944405
5,52,1,1,0,0.5780553966028974,7.255968261944405
5,53,1,1,0,0.5780553966028974,7.255968261944405
5,54,1,1,1,0.5780553966028974,7.255968261944405
5,55,1,0,1,0.5780553966028974,7.255968261944405
5,56,0,1,1,0.5780553966028974,7.255968261944405
5,57,0,1,0,0.5780553966028974,7.255968261944405
5,58,1,1,1,0.5780553966028974,7.255968261944405
5,59,0,1,1,0.5780553966028974,7.255968261944405
5,60,1,0,0,0.5780553966028974,7.255968261944405
5,61,0,0,0,0.5780553966028974,7.255968261944405
5,62,1,0,0,0.5780553966028974,7.255968261944405
5,63,0,0,0,0.5780553966028974,7.255968261944405
5,64,1,1,0,0.5780553966028974,7.255968261944405
5,65,1,1,0,0.5780553966028974,7.255968261944405
5,66,1,0,0,0.5780553966028974,7.255968261944405
5,67,1,0,1,0.5780553966028974,7.255968261944405
5,68,1,0,1,0.5780553966028974,7.255968261944405
5,69,0,0,0,0.5780553966028974,7.255968261944405
5,70,0,0,1,0.5780553966028974,7.255968261944405
5,71,0,1,0,0.5780553966028974,7.255968261944405
5,72,1,1,0,0.5780553966028974,7.255968261944405
5,73,1,1,1,0.5780553966028974,7.255968261944405
5,74,1,0,0,0.5780553966028974,7.255968261944405
5,75,1,1,0,0.5780553966028974,7.255968261944405
5,76,1,1,0,0.5780553966028974,7.255968261944405
5,77,1,0,0,0.5780553966028974,7.255968261944405
5,78,1,1,0,0.5780553966028974,7.255968261944405
5,79,1,1,1,0.5780553966028974,7.255968261944405
5,80,1,1,0,0.5780553966028974,7.255968261944405
5,81,1,1,1,0.5780553966028974,7.255968261944405
5,82,0,1,0,0.5780553966028974,7.255968261944405
5,83,1,1,1,0.5780553966028974,7.255968261944405
5,84,1,0,0,0.5780553966028974,7.255968261944405
5,85,1,1,0,0.5780553966028974,7.255968261944405
5,86,1,1,0,0.5780553966028974,7.255968261944405
5,87,1,1,1,0.5780553966028974,7.255968261944405
5,88,1,1,0,0.5780553966028974,7.255968261944405
5,89,1,1,0,0.5780553966028974,7.255968261944405
5,90,1,1,0,0.5780553966028974,7.255968261944405
5,91,1,1,0,0.5780553966028974,7.255968261944405
5,92,1,1,0,0.5780553966028974,7.255968261944405
5,93,1,1,1,0.5780553966028974,7.255968261944405
5,94,1,1,1,0.5780553966028974,7.255968261944405
5,95,1,0,0,0.5780553966028974,7.255968261944405
5,96,0,0,0,0.5780553966028974,7.255968261944405
5,97,1,1,0,0.5780553966028974,7.255968261944405
5,98,1,1,0,0.5780553966028974,7.255968261944405
5,99,1,1,1,0.5780553966028974,7.255968261944405
5,100,1,1,1,0.5780553966028974,7.255968261944405
6,1,1,0,1,0.5393465507554129,6.595750990593924
6,2,0,1,1,0.5393465507554129,6.595750990593924
6,3,0,1,0,0.5393465507554129,6.595750990593924
6,4,1,0,1,0.5393465507554129,6.595750990593924
6,5,0,1,0,0.5393465507554129,6.595750990593924
6,6,1,1,0,0.5393465507554129,6.595750990593924
6,7,1,1,0,0.5393465507554129,6.595750990593924
6,8,1,1,0,0.5393465507554129,6.595750990593924
6,9,1,0,1,0.5393465507554129,6.595750990593924
6,10,0,0,0,0.5393465507554129,6.595750990593924
6,11,0,1,0,0.5393465507554129,6.595750990593924
6,12,1,1,1,0.5393465507554129,6.595750990593924
6,13,1,1,0,0.5393465507554129,6.595750990593924
6,14,1,1,0,0.5393465507554129,6.595750990593924
6,15,1,0,1,0.5393465507554129,6.595750990593924
6,16,0,1,1,0.5393465507554129,6.595750990593924
6,17,1,1,1,0.5393465507554129,6.595750990593924
6,18,1,0,0,0.5393465507554129,6.595750990593924
6,19,0,1,0,0.5393465507554129,6.595750990593924
